id,age,income,spending_score,savings,loan_amount,default
12691,60,83160,79,150332,757440,1
12692,19,59577,87,202117,223999,1
12693,64,55945,79,163340,587307,0
12694,30,72372,51,311708,292592,0
12695,68,149208,74,198718,599622,1
12696,33,74681,2,146274,80067,1
12697,35,47406,30,70365,346221,1
12698,24,131462,91,24109,88827,0
12699,62,37086,17,303521,247574,0
12700,53,29890,67,444755,655729,0
12701,58,133546,72,175209,24244,0
12702,47,52968,43,432014,490087,0
12703,59,82057,49,8057,72765,0
12704,58,48374,4,158025,749325,0
12705,24,36195,88,398572,216246,1
12706,32,136701,29,147735,184548,0
12707,57,67323,72,297809,155511,0
12708,36,98680,34,357403,205933,1
12709,60,56309,9,211889,651180,0
12710,54,99576,58,114251,344044,1
12711,19,92691,81,10976,366422,1
12712,59,95737,74,193935,151822,0
12713,65,23505,24,277424,657518,1
12714,30,80444,56,362153,386785,0
12715,57,101645,86,287490,759100,1
12716,58,56927,81,86743,779700,1
12717,60,27080,95,233728,448066,1
12718,60,33407,61,339762,278877,0
12719,48,48313,73,217468,63823,1
12720,33,108603,79,143849,149773,1
12721,59,92189,63,191112,199188,0
12722,61,82803,42,152802,661040,0
12723,23,144591,94,171535,118035,1
12724,45,65306,17,87240,168827,0
12725,49,111841,71,371403,560273,0
12726,61,146230,90,473502,479795,1
12727,27,65094,66,273712,665872,0
12728,67,36452,48,262917,356620,1
12729,35,122676,93,160614,648709,1
12730,21,31383,70,473203,218786,0
12731,26,78453,33,368413,357602,1
12732,24,75472,38,50668,706449,0
12733,67,23018,1,90986,733473,1
12734,25,22653,55,314028,745635,0
12735,60,131707,55,284771,104853,0
12736,24,148419,10,140120,5483,1
12737,58,83568,55,456476,23107,0
12738,57,44916,95,352435,47678,1
12739,20,28612,24,273692,473640,0
12740,34,104195,72,430198,765404,0
12741,19,120222,28,472021,545079,0
12742,32,118776,92,253507,394527,0
12743,63,128631,51,144487,529356,1
12744,46,88957,46,273608,304087,1
12745,67,101535,72,411732,446607,1
12746,65,42313,29,154350,395584,0
12747,69,132829,19,262631,218457,0
12748,39,131458,93,46346,427407,0
12749,21,145908,79,473676,256812,1
12750,69,74917,95,278675,785711,1
12751,23,147956,5,94281,16426,1
12752,55,100007,49,441528,91355,1
12753,43,133988,92,242902,115091,0
12754,28,54855,55,128764,27846,1
12755,43,60585,46,487007,32709,0
12756,34,47934,15,244439,664338,0
12757,41,44569,72,267691,614791,1
12758,45,126751,96,64496,674128,0
12759,52,40253,39,486373,17618,0
12760,48,117202,22,143231,69296,0
12761,30,74868,62,300960,387592,0
12762,52,46019,69,254170,757281,1
12763,33,27996,74,124218,360097,0
12764,32,127034,31,58070,42337,1
12765,60,50437,37,423747,255937,0
12766,35,84802,23,330988,631696,1
12767,64,39771,96,469238,482032,1
12768,54,79167,88,496688,111241,0
12769,65,70009,4,140814,732670,1
12770,65,20131,43,382953,295676,0
12771,66,140410,38,168834,268263,0
12772,58,39299,15,138690,375446,0
12773,44,98564,11,76760,510550,0
12774,52,137274,25,68949,663368,0
12775,69,121678,26,163978,720263,0
12776,62,54799,39,92746,456365,0
12777,52,54693,56,230326,317606,1
12778,45,54769,51,202247,166289,1
12779,56,24377,33,350244,61123,0
12780,55,43019,20,391835,790800,1
12781,26,46903,52,113171,649541,0
12782,29,31763,34,85247,360701,0
12783,32,142054,45,27250,86486,1
12784,38,25494,76,322581,34183,0
12785,69,31563,4,193081,574135,0
12786,52,114093,13,461514,782951,0
12787,59,115116,59,161302,469170,0
12788,50,53433,67,159329,589904,0
12789,68,49994,53,346145,411116,1
12790,36,108618,17,294121,381966,0
12791,40,140129,71,281777,390059,1
12792,30,82573,45,197678,17424,0
12793,61,38030,47,69079,96282,0
12794,18,98294,78,327344,650606,0
12795,68,90043,96,7042,49186,0
12796,46,81952,26,369565,94108,1
12797,41,74751,31,387862,358284,0
12798,33,21163,31,26176,458007,0
12799,42,88461,80,173841,226065,0
12800,40,43217,60,252644,187618,1
12801,45,117204,1,400819,43371,1
12802,64,44055,46,431042,757181,1
12803,33,99931,34,177658,149485,1
12804,60,99030,90,394711,471181,0
12805,55,49090,54,264216,234237,0
12806,28,57820,59,144129,73742,1
12807,20,124217,94,317625,533311,0
12808,32,32190,41,233685,542236,1
12809,18,78168,51,304200,396517,1
12810,24,65963,5,403318,308810,1
12811,18,94460,88,498741,471834,0
12812,66,34212,10,270991,280197,0
12813,49,117506,38,457918,600650,0
12814,26,73638,35,277034,69257,1
12815,46,60079,66,267880,104738,1
12816,43,76031,93,385707,751216,1
12817,40,78931,19,290831,679321,0
12818,62,146544,38,96974,632471,0
12819,60,98484,53,55814,240572,1
12820,46,52794,50,296090,448649,0
12821,69,109831,78,376593,28438,1
12822,55,104590,92,403590,700763,1
12823,50,91163,34,144725,697642,1
12824,24,119187,4,30525,84195,1
12825,29,91446,61,380988,629670,1
12826,48,69278,89,248509,641544,1
12827,49,103399,70,342333,553681,1
12828,37,145208,92,119052,471376,1
12829,68,66474,9,145722,412441,1
12830,34,44894,52,463058,480348,1
12831,53,38872,82,405401,723477,0
12832,20,118644,31,321532,120491,1
12833,18,65749,86,7184,92690,0
12834,67,32406,68,383888,773666,1
12835,44,90409,33,184574,420248,1
12836,64,100561,59,54799,18884,1
12837,57,141544,35,113400,540733,1
12838,50,48671,13,436664,620738,0
12839,37,148367,79,463869,795948,1
12840,31,130976,61,189196,521683,1
12841,53,116765,97,123076,181520,0
12842,22,91637,92,26849,536619,1
12843,40,119909,48,353298,273371,0
12844,62,107197,98,321500,773588,0
12845,32,36182,38,284252,408655,0
12846,23,148609,65,223194,776639,0
12847,50,58604,54,80971,372698,0
12848,36,81525,31,198389,53312,1
12849,30,83365,49,352375,353768,0
12850,46,55176,81,224760,471623,1
12851,23,145933,22,84533,313999,0
12852,32,22839,96,238020,145813,1
12853,33,119412,29,258492,198655,1
12854,41,89990,65,17373,537855,0
12855,40,141558,48,60336,664042,1
12856,65,113316,92,264092,312987,0
12857,27,34214,66,357306,740292,1
12858,58,43938,25,486422,451999,1
12859,58,92950,21,147388,532363,0
12860,66,113324,26,237689,315674,0
12861,34,83413,1,84724,171055,1
12862,66,131038,32,242927,723474,1
12863,61,54693,73,129920,479149,1
12864,62,35457,46,178282,451412,1
12865,47,58862,5,242244,586412,0
12866,61,148302,40,180527,464983,1
12867,63,109553,17,78061,21035,0
12868,27,111190,53,280330,396419,1
12869,36,139088,93,338858,205441,1
12870,46,21976,83,131341,697560,1
12871,19,145698,29,423455,81937,1
12872,53,73781,76,378223,365154,1
12873,36,71234,8,230499,124867,1
12874,24,148539,43,301239,387890,0
12875,43,113672,95,399436,566146,0
12876,32,30921,15,6879,123357,0
12877,64,78507,34,397489,667654,0
12878,55,143894,90,237757,361264,1
12879,20,114848,35,296200,61226,0
12880,55,82563,93,173982,306380,0
12881,33,51709,33,134066,181207,0
12882,19,23444,97,101237,500213,0
12883,48,53526,21,175281,707089,0
12884,45,39478,94,159848,245654,1
12885,24,83332,19,283600,577118,0
12886,47,24379,96,365822,568060,1
12887,60,36496,1,464588,680641,0
12888,24,71572,51,154743,687652,1
12889,53,48868,33,88477,772178,1
12890,46,25283,26,176749,513659,1
12891,41,98716,42,369290,145361,1
12892,69,37205,54,70530,627806,1
12893,56,115662,45,6837,370754,1
12894,21,138327,27,178156,686,1
12895,46,132649,51,372690,534418,1
12896,61,74916,28,78997,506930,1
12897,22,96173,84,87728,633228,0
12898,46,128695,8,283702,681417,0
12899,47,65246,90,57173,330072,1
12900,46,70971,31,366398,428432,0
12901,43,118580,5,141151,152762,1
12902,36,67596,11,259782,351754,1
12903,43,45842,85,471871,673028,0
12904,54,43015,72,495476,226968,0
12905,44,44395,26,308055,735182,1
12906,47,102195,60,297544,122799,0
12907,68,141021,46,111150,601225,0
12908,47,83090,12,450136,510168,0
12909,20,47487,13,47189,700937,0
12910,60,45906,74,201879,15565,0
12911,24,136581,93,476203,595611,1
12912,66,30535,8,453254,254072,1
12913,26,146185,42,64251,63777,1
12914,58,112500,65,199421,736690,1
12915,59,118896,9,120500,118872,0
12916,30,101088,4,374166,411131,0
12917,32,147858,97,498880,641457,0
12918,22,70539,55,389156,397856,1
12919,46,89531,85,325731,431131,0
12920,52,43477,71,320068,310111,0
12921,44,50977,55,381718,262394,1
12922,44,123376,96,448809,308666,1
12923,25,111646,57,144596,257120,1
12924,49,115462,57,491790,463748,1
12925,37,97837,39,386241,435942,1
12926,27,139821,28,179668,510140,0
12927,30,108619,26,319601,185513,0
12928,46,33295,98,47121,68236,0
12929,52,83697,73,454673,125668,0
12930,25,62023,70,317073,209012,1
12931,46,121409,22,215246,380538,0
12932,48,108810,73,386874,204701,1
12933,58,130400,45,477002,699801,1
12934,47,64265,15,405757,102113,0
12935,39,58673,65,258670,238917,1
12936,38,71055,96,226812,120996,1
12937,29,23361,18,471744,489521,0
12938,28,78198,11,291810,545631,1
12939,19,113616,99,173545,466620,0
12940,67,96623,97,273274,743953,0
12941,58,48626,4,145951,293760,1
12942,19,48388,34,230462,709678,1
12943,51,95643,48,166281,199137,1
12944,20,104918,83,482443,16594,1
12945,33,37725,48,416470,217263,1
12946,68,145567,76,186458,186171,1
12947,21,120165,40,475904,279561,1
12948,40,22455,59,201312,499265,1
12949,67,23792,48,348774,102904,1
12950,37,112975,41,371218,395200,0
12951,42,47727,22,453493,500032,1
12952,47,64838,64,189846,745094,1
12953,35,149199,76,433162,498102,0
12954,59,58632,49,103728,631870,0
12955,28,145942,55,17219,22718,1
12956,46,101733,92,488258,176840,0
12957,34,108911,15,121034,591944,1
12958,43,107816,4,66991,564099,0
12959,40,21308,8,443272,595005,1
12960,69,126435,95,322839,36902,0
12961,65,36315,60,487718,21216,0
12962,37,60857,90,357640,299728,0
12963,62,109717,3,426766,778568,0
12964,19,29893,7,229992,387228,0
12965,41,147293,79,342528,202148,0
12966,48,98233,84,485066,749457,0
12967,44,88749,17,5230,607370,0
12968,19,128514,96,377593,565193,0
12969,31,28438,10,180070,339816,0
12970,21,54992,80,119830,633247,0
12971,66,88394,26,283144,604197,0
12972,30,103287,22,315013,648302,1
12973,53,48935,15,345867,229252,1
12974,52,97991,58,335723,168002,1
12975,61,123448,60,351725,34855,1
12976,25,69854,76,363918,139637,0
12977,19,95651,39,390143,223638,0
12978,23,70702,3,352512,585310,1
12979,48,75823,60,42636,173344,1
12980,27,103253,53,16117,719509,0
12981,61,83102,24,8778,82285,1
12982,38,118058,55,412989,104524,1
12983,59,116283,2,198863,185419,0
12984,27,70950,68,335604,191533,1
12985,40,148369,23,300162,158571,1
12986,20,72607,59,17423,278408,1
12987,49,88901,57,185503,520964,1
12988,37,127159,87,368089,583540,0
12989,27,71779,72,376219,497654,0
12990,46,54852,42,157565,691388,1
12991,58,145815,12,88936,311143,0
12992,69,81986,73,146128,385378,0
12993,68,114853,75,153775,637739,1
12994,63,90509,95,178607,378430,0
12995,51,147648,1,243482,494851,1
12996,54,65427,99,90379,72816,0
12997,37,131327,54,262562,177305,0
12998,25,132237,43,50322,90267,0
12999,24,136837,62,358368,541467,1
13000,23,56194,15,416510,279092,1
13001,28,141296,7,332287,345277,1
13002,61,75989,28,107912,755805,0
13003,35,36863,6,453614,432342,1
13004,68,47533,20,81803,200189,1
13005,59,105650,88,13856,517557,0
13006,46,75511,42,468686,466841,0
13007,42,109062,38,80028,562348,0
13008,38,101546,62,71564,390406,1
13009,63,136038,76,194754,100361,0
13010,20,97740,3,377570,7658,1
13011,35,45275,28,65721,136711,0
13012,41,55415,12,424951,643846,0
13013,64,41750,80,390996,284540,0
13014,55,57876,44,253171,212750,1
13015,27,54489,15,482294,600999,1
13016,44,88695,55,277606,259514,1
13017,29,102253,95,486242,78793,0
13018,24,28855,85,19682,80193,1
13019,34,110890,82,259171,403133,0
13020,18,86759,48,283230,441852,0
13021,67,88990,6,80204,107222,0
13022,43,64459,64,30943,418863,0
13023,32,66414,81,267326,408232,0
13024,68,117257,87,302289,384402,1
13025,50,140565,35,20715,414443,0
13026,54,47073,82,313105,225922,1
13027,64,75511,11,240521,411948,1
13028,48,61900,23,285567,422673,1
13029,52,120937,57,434541,555952,0
13030,18,43199,81,201039,615492,1
13031,25,74526,70,482902,206917,0
13032,29,52272,88,71070,364352,0
13033,36,119320,37,65778,679593,0
13034,42,131096,63,348596,582277,1
13035,49,57301,80,270049,765769,1
13036,29,130217,93,89643,604517,1
13037,30,83957,29,177564,116213,0
13038,45,20005,42,428592,606420,1
13039,18,63226,28,254031,697189,1
13040,68,122291,16,292920,603511,1
13041,23,50208,67,93149,422936,1
13042,25,43103,88,282227,48026,0
13043,21,138480,18,35416,507414,1
13044,22,94240,48,458468,704205,0
13045,42,139652,17,361892,661264,0
13046,39,31452,74,203439,335544,0
13047,45,119278,25,21842,397858,0
13048,56,33558,48,419060,119135,0
13049,40,31008,87,242809,583961,1
13050,21,61936,50,480894,513007,0
13051,69,71885,19,398197,383875,0
13052,21,86156,74,27743,521575,0
13053,64,52315,75,156410,365162,0
13054,38,65610,41,68209,567842,0
13055,54,27595,5,382564,116108,0
13056,58,98373,6,300730,718568,1
13057,19,83850,3,238182,568061,0
13058,24,130337,45,195339,506115,0
13059,66,28785,75,442510,328599,1
13060,33,127915,61,498871,631792,1
13061,34,91388,48,16974,198635,0
13062,37,30134,24,228691,148006,0
13063,40,28814,48,83515,496239,0
13064,51,97576,26,370501,749925,0
13065,28,43687,49,221458,546601,1
13066,51,24529,90,223668,460869,1
13067,50,56687,88,311964,235531,1
13068,43,126813,55,334525,144866,1
13069,19,137270,4,64117,18975,0
13070,40,87060,49,392858,398512,0
13071,58,134012,74,177890,188162,1
13072,39,59994,98,427768,81853,1
13073,51,51497,44,465632,153097,1
13074,32,83627,29,344957,358827,1
13075,27,134621,26,145517,757007,1
13076,32,102812,83,383826,4658,1
13077,59,28819,85,439079,339634,0
13078,46,107243,83,49443,267278,0
13079,40,65213,61,341700,321673,1
13080,34,82793,40,109971,167205,1
13081,26,121325,19,304097,241788,0
13082,67,50915,82,187951,532271,0
13083,53,136142,14,428486,544932,0
13084,26,80115,35,315745,691432,1
13085,33,20552,82,48950,444192,0
13086,53,99718,92,152249,782800,0
13087,65,130086,19,237019,295202,1
13088,68,33149,89,180518,38024,0
13089,50,117139,79,250477,73071,1
13090,48,115848,3,266581,773645,1
13091,23,148471,87,133544,76712,0
13092,27,79849,50,53041,376657,1
13093,33,35155,12,107962,437693,0
13094,21,95813,96,192439,261060,0
13095,39,118979,54,299751,452796,1
13096,30,126064,92,428468,141676,0
13097,33,100212,98,110309,16133,0
13098,69,29785,65,378302,619450,1
13099,46,40781,10,63144,120481,0
13100,23,112794,27,91633,29990,1
13101,43,31970,76,45597,322861,0
13102,28,88800,97,112950,557632,1
13103,41,144817,68,369876,357145,1
13104,46,123297,21,381756,281491,1
13105,20,94343,20,145063,547015,1
13106,69,50319,17,90568,415036,0
13107,27,89763,46,428835,24523,1
13108,18,46207,34,237964,253682,1
13109,69,50290,78,267693,585943,1
13110,60,117747,10,36214,348517,1
13111,43,107209,20,335456,645750,1
13112,29,29136,64,51801,434348,1
13113,31,24980,62,466432,281581,1
13114,42,109734,99,134843,579656,0
13115,25,66344,79,431617,492994,1
13116,60,131898,39,270627,484538,1
13117,21,146356,91,60588,28861,1
13118,45,123970,62,5597,514599,1
13119,24,118135,79,336463,471968,1
13120,27,76799,83,120456,154435,1
13121,68,92907,90,74510,523449,1
13122,53,143350,12,479286,518316,1
13123,19,71107,24,304570,715335,0
13124,43,85264,53,162645,180635,0
13125,67,22396,33,283214,148388,0
13126,31,130402,69,311555,653004,1
13127,33,22090,73,209807,426475,1
13128,60,71975,78,449256,84599,0
13129,59,104449,46,146042,597959,0
13130,34,109464,89,127498,406304,1
13131,63,56941,7,183791,676068,1
13132,39,29251,98,99295,429003,0
13133,21,52126,43,148501,261573,0
13134,36,59727,7,24768,6598,1
13135,19,99021,95,25653,187742,0
13136,56,117183,61,76633,549904,0
13137,26,127142,32,266754,392947,0
13138,36,29545,85,314847,135157,1
13139,33,47275,59,12128,741654,0
13140,42,98902,79,474945,521825,0
13141,65,28955,30,290517,680898,1
13142,35,48647,4,409272,114114,1
13143,40,87862,34,430603,112005,0
13144,38,69610,9,116347,532851,1
13145,28,143571,60,424641,550003,0
13146,56,55340,76,75620,77887,0
13147,58,134379,94,458759,452425,0
13148,21,66534,24,447363,14610,0
13149,42,124244,55,145707,12860,1
13150,49,68702,29,185024,109491,0
13151,47,71691,54,52101,740430,0
13152,62,89705,51,345021,238260,0
13153,43,132070,22,390264,581595,1
13154,53,29010,99,313639,519752,1
13155,68,26073,20,489813,358135,0
13156,51,81594,37,57890,229875,1
13157,26,110630,51,83838,715866,1
13158,29,139158,73,166705,671221,1
13159,19,109393,86,413095,497372,0
13160,55,105911,50,122634,432863,1
13161,22,110454,80,35137,133181,1
13162,22,92344,66,441466,156103,0
13163,69,108107,62,227965,447069,1
13164,39,147523,44,345105,126463,1
13165,22,93144,23,406472,429833,1
13166,21,33408,93,367173,252215,0
13167,26,42692,11,69665,179560,1
13168,46,47369,54,74763,443965,1
13169,39,129670,55,16660,242971,1
13170,44,139219,61,497723,71635,0
13171,27,68508,99,171481,532764,1
13172,33,34782,52,88703,385561,1
13173,59,25126,22,113929,271860,1
13174,59,84605,3,118287,231929,0
13175,68,69595,76,218830,167213,1
13176,27,147454,65,317206,401069,0
13177,23,23704,58,376553,679465,0
13178,66,103820,43,18836,329055,0
13179,22,62477,90,59452,583086,1
13180,23,114244,98,325930,252719,1
13181,64,37940,61,493583,292081,1
13182,42,44673,93,292537,63843,0
13183,68,96589,53,284682,511925,0
13184,67,102964,33,484563,649426,0
13185,21,99079,96,354068,355898,1
13186,57,28659,25,15736,260857,1
13187,65,28545,50,377231,111120,0
13188,49,69223,47,210932,792004,0
13189,68,29567,58,214986,505315,0
13190,69,86611,66,190624,262309,1
13191,52,29437,79,359896,708954,0
13192,27,29215,13,290976,429957,0
13193,51,128316,42,14948,383988,1
13194,53,52068,15,61943,516232,1
13195,23,143869,6,160353,448577,0
13196,60,73707,85,7283,282515,1
13197,63,107206,42,284547,292208,0
13198,33,82746,90,455387,334978,0
13199,36,79892,35,30239,509921,0
13200,51,131308,82,489351,546364,1
13201,42,24462,6,85283,722525,1
13202,48,122025,78,14435,665625,0
13203,66,23107,18,43986,404706,0
13204,58,41086,43,422199,314475,0
13205,34,104495,20,50775,742844,1
13206,64,72198,79,306306,8704,1
13207,47,135436,53,1165,489438,1
13208,56,38083,48,180703,704413,1
13209,48,77945,27,231883,569978,1
13210,36,90251,88,274678,640476,1
13211,52,68723,76,296030,8505,1
13212,46,61214,1,97825,428731,0
13213,18,31169,14,22750,592729,1
13214,21,137412,32,4131,217140,0
13215,45,74471,67,226271,322134,1
13216,35,102755,10,188066,774884,1
13217,43,21850,26,471583,389650,1
13218,57,73916,95,230351,432038,0
13219,36,72254,74,432640,763359,1
13220,23,89185,65,381422,565659,1
13221,18,108664,50,400615,75543,0
13222,25,104453,49,238387,25271,1
13223,50,55074,32,190348,41306,0
13224,68,65308,83,34122,768853,0
13225,60,86029,65,418802,74192,0
13226,38,80649,26,397386,26846,0
13227,41,78474,69,28312,143282,0
13228,42,107620,26,127295,241467,0
13229,64,125237,65,36740,435409,1
13230,60,32623,94,344188,586812,0
13231,36,48360,12,191678,126805,0
13232,46,30292,36,388820,69274,0
13233,27,32207,24,141794,115236,1
13234,29,89576,42,35915,783922,0
13235,50,120080,55,27699,380194,0
13236,24,87403,55,221613,566572,0
13237,34,55502,89,16588,548098,1
13238,27,51785,8,4290,417985,1
13239,48,88867,76,176075,219348,0
13240,23,72592,61,48558,744442,1
13241,34,69361,27,351649,655908,1
13242,67,52209,76,49427,123642,0
13243,54,129609,63,83622,75392,0
13244,35,44490,32,134707,60155,0
13245,43,57876,60,298545,38034,1
13246,66,66432,35,97347,136243,0
13247,33,71881,16,213032,237851,1
13248,25,98717,36,125693,303049,0
13249,41,148258,56,259498,581738,1
13250,30,126426,30,449328,611620,1
13251,46,32261,32,327750,346258,0
13252,49,147312,79,188216,147188,0
13253,41,116971,21,95810,682317,1
13254,33,50090,56,377389,378171,1
13255,28,51568,40,313384,484954,1
13256,49,90306,93,471531,165771,1
13257,23,56968,54,463052,313130,1
13258,52,72913,30,140700,486726,0
13259,50,147678,89,102056,159850,1
13260,35,94875,20,102228,18939,1
13261,54,64741,74,340653,579101,0
13262,30,51842,95,388376,524635,0
13263,27,67109,1,54530,131591,1
13264,54,141631,74,442397,372950,0
13265,43,111402,18,118886,242955,1
13266,63,72266,57,132949,111432,1
13267,34,130374,59,62209,633837,1
13268,18,121004,13,325384,760479,1
13269,42,148268,32,223289,685456,0
13270,51,75846,86,285187,548209,0
13271,56,68045,70,51655,792677,1
13272,27,45249,33,74130,598955,0
13273,37,49890,65,330324,227697,1
13274,24,129471,3,230413,448349,1
13275,33,63331,5,113536,568151,1
13276,54,75911,91,126312,252993,1
13277,46,143636,12,311059,1840,0
13278,29,25184,33,463058,664550,0
13279,34,57064,27,371177,257721,0
13280,65,109968,13,53626,579848,1
13281,37,73489,75,358095,346839,0
13282,43,35366,75,382971,41422,1
13283,65,117498,36,490057,289158,1
13284,36,149026,58,223297,533303,1
13285,64,80245,64,256576,294839,1
13286,29,62447,50,188807,546323,0
13287,38,29159,51,158472,138747,0
13288,59,23012,4,105510,696739,0
13289,51,38736,44,124026,461262,0
13290,24,89945,18,133865,578343,0
13291,62,43005,18,208696,560790,0
13292,52,55611,92,61649,325316,1
13293,32,70034,6,375694,566737,1
13294,18,52154,59,490601,35642,0
13295,43,135185,63,287567,96576,0
13296,52,132149,43,70484,712797,0
13297,42,52349,69,182510,520002,1
13298,59,97156,75,54168,766683,1
13299,32,75366,69,12790,116041,0
13300,39,54673,9,239063,346267,0
13301,23,118013,23,2542,3594,0
13302,69,100908,11,269199,10255,0
13303,32,34741,61,394928,694806,1
13304,41,116202,79,86600,678050,1
13305,38,119844,89,346085,32245,1
13306,24,109109,17,458062,595658,1
13307,46,38382,50,252207,549911,0
13308,49,117150,53,76492,501410,0
13309,49,103252,90,256571,613364,1
13310,22,39750,14,24124,687124,1
13311,21,95300,39,116085,564813,1
13312,39,99902,55,5675,68762,0
13313,35,27229,9,330519,79788,1
13314,52,90876,63,440498,314906,1
13315,34,60294,27,105504,596012,1
13316,67,113776,35,340875,256676,1
13317,67,88990,91,448137,782873,0
13318,41,23816,80,365301,145585,0
13319,19,25637,60,35742,566136,1
13320,30,132232,86,424375,135546,1
13321,32,54128,30,220419,550897,0
13322,22,140993,90,174437,108405,1
13323,20,25974,39,66057,277742,1
13324,54,69715,52,209858,143300,1
13325,54,59069,97,75760,144004,1
13326,54,42540,58,328404,779599,1
13327,20,33497,65,330405,692493,0
13328,52,69885,76,396261,236279,0
13329,69,45328,81,495789,668320,1
13330,40,79700,89,126146,102195,1
13331,45,130739,29,320540,548247,1
13332,47,132517,58,26212,423684,0
13333,35,115228,42,231218,478761,1
13334,69,74326,28,219323,736557,0
13335,53,104894,83,439482,528286,0
13336,50,125018,10,196740,550544,0
13337,43,23986,11,285698,475196,0
13338,65,140517,74,181105,739915,1
13339,57,63675,60,97215,421283,1
13340,34,87321,30,271709,561062,0
13341,57,36268,49,278318,353606,0
13342,24,147667,71,209959,589691,1
13343,25,100381,69,391923,185399,1
13344,48,39017,60,448007,1774,1
13345,29,85084,28,85099,342100,1
13346,65,59848,20,455863,780771,0
13347,48,71244,96,135116,290866,1
13348,61,60582,59,67957,407102,1
13349,36,34033,12,275893,57834,0
13350,27,149109,5,242771,447466,1
13351,56,62765,30,92917,545049,0
13352,29,31555,33,191308,17274,0
13353,37,114471,10,104709,635980,1
13354,54,109355,39,296009,705227,0
13355,65,134599,91,214324,49508,1
13356,58,47631,76,63385,227411,1
13357,24,70400,66,55109,424104,0
13358,69,126711,94,164734,56151,0
13359,31,122249,60,107801,373516,0
13360,28,48902,41,152475,566663,1
13361,24,21725,69,282676,71134,0
13362,46,71853,37,417340,307692,0
13363,27,127696,78,165799,183070,0
13364,46,146514,90,203459,699200,1
13365,26,100573,8,244695,748322,0
13366,53,103460,95,424718,295543,0
13367,65,124146,57,232919,762367,0
13368,27,139490,67,157196,709803,1
13369,36,135200,28,124610,341456,0
13370,48,60039,14,101364,465976,0
13371,34,132488,11,418522,721749,1
13372,26,82564,29,353766,103792,0
13373,62,81055,54,443052,661404,0
13374,50,146816,76,54094,114955,1
13375,51,96080,9,105466,261079,1
13376,62,113944,36,228761,529028,0
13377,41,28173,19,387127,180985,1
13378,26,132528,7,6678,78233,1
13379,24,58856,17,189990,688582,1
13380,33,130942,48,246368,356686,0
13381,36,119106,51,139540,691972,0
13382,56,65506,87,165005,754632,0
13383,23,25388,76,251660,271060,1
13384,67,43923,71,424735,278260,0
13385,68,76228,89,339433,155624,1
13386,28,117317,78,139499,102497,1
13387,29,134509,58,204171,50840,1
13388,59,119205,95,303934,1,0
13389,30,149785,89,258867,579375,1
13390,29,26876,75,451913,475212,1
13391,38,106078,75,444181,92481,1
13392,27,38172,7,172462,466784,1
13393,37,106520,62,44440,756478,1
13394,67,51664,67,78451,232209,1
13395,53,128808,15,344046,655370,1
13396,45,87235,67,35932,575015,1
13397,41,75830,53,248953,463118,1
13398,22,96878,41,350406,40356,0
13399,54,25749,17,2289,22768,0
13400,29,78552,57,169762,568502,1
13401,52,121297,44,201820,434232,1
13402,57,30734,71,366671,133475,0
13403,19,21594,75,426311,708300,0
13404,67,105361,64,445362,322577,1
13405,58,35238,20,316858,628252,0
13406,62,70990,1,139283,366678,1
13407,56,65819,96,252537,681838,1
13408,59,48248,85,326290,776170,1
13409,26,60676,31,176911,144258,0
13410,39,22902,17,27709,471701,0
13411,64,67434,89,167196,436410,1
13412,22,134103,41,492385,447196,0
13413,29,27405,97,1371,446165,0
13414,18,59815,76,279329,688963,1
13415,61,38723,28,147792,95774,0
13416,39,24521,49,314883,447708,1
13417,55,128838,90,360246,637965,0
13418,68,123232,55,347187,780742,0
13419,36,69651,8,268385,799497,1
13420,33,105547,32,189469,791006,0
13421,48,29036,51,144108,591978,0
13422,68,130159,90,193210,32353,0
13423,20,134349,69,402751,718439,0
13424,40,84140,38,386725,281612,1
13425,59,29252,77,366365,366014,1
13426,35,74797,19,412382,383956,0
13427,43,71833,6,449834,550125,0
13428,30,62380,45,478559,135619,1
13429,35,78093,70,471863,438589,1
13430,20,116651,16,176353,607917,1
13431,40,99414,54,452076,773572,1
13432,20,30139,93,122065,38865,0
13433,42,78389,82,273029,701054,0
13434,44,113523,32,490226,215476,1
13435,61,90126,29,44290,97507,1
13436,44,121778,52,189863,489813,1
13437,69,70378,81,137330,282933,0
13438,56,22973,69,362492,158888,1
13439,42,123349,96,139045,48716,0
13440,41,144249,29,48127,524222,0
13441,25,102958,93,333712,509294,0
13442,26,131645,3,4274,208608,1
13443,63,35388,51,319898,789528,1
13444,54,103707,68,234916,665455,1
13445,47,34495,44,236569,73210,1
13446,36,144532,25,154317,154451,1
13447,33,67773,22,112315,405453,0
13448,41,73867,42,240995,775932,0
13449,61,139410,75,396887,646664,0
13450,38,48943,8,438932,366347,0
13451,53,126915,91,295744,603655,1
13452,57,99871,44,368445,10643,0
13453,56,137585,53,480681,199483,1
13454,64,106504,86,32863,112739,0
13455,23,42703,67,350014,623731,0
13456,22,56070,27,284985,643761,1
13457,31,53563,11,309103,330041,0
13458,62,123741,27,86271,254666,0
13459,59,39193,7,69200,681909,1
13460,67,36850,91,44605,195838,1
13461,21,32727,75,3394,74729,1
13462,25,100951,57,363364,395776,0
13463,41,144234,89,174876,745794,1
13464,28,134960,39,296082,449643,1
13465,34,96477,51,483690,556286,1
13466,67,148020,80,86900,487747,0
